மாற்றாக  ,instead of,பொ3து3லுக்/ப4ர்திக,"बा॑दुलुक्, भर्तिक","ꢨꣁꢣꢸꢭꢸꢒ꣄, ꢩꢬ꣄ꢡꢶꢒ꣄"
மாறாக  ,"adversely, contrarily",விரோத்4கனி,विरोध्कनि,ꢮꢶꢬꣂꢤ꣄꣄ꢒꢥꢶ
மிகுதியாக  ,immensely,உபிர்கனி,उपिर्कनि,ꢆꢦꢶꢬ꣄ꢒꢥꢶ
மிகையாக  ,in extra,தீ ஜதொ,ती जता॑,ꢡꢷ ꢙꢡꣁ
மிரட்டலாக  ,threateningly,த4க்கடி3,धक्कडि,ꢤꢒ꣄ꢒꢞꢶ
மீண்டும்  ,again,பி2ரி,फिरि,ꢧꢶꢬꢶ
மீது  ,over,ஹொல்லொ,हा॑ल्ला॑,ꢲꣁꢭ꣄ꢭꣁ
முக்கியமாக  ,"essentially, importantly",முக்2யகனி,मुख्यम्कनि,ꢪꢸꢕ꣄ꢫꢪ꣄ꢒꢥꢶ
முடிவாக  ,finally,அந்துகனி/ ஸெத்லொ,"अन्तुकनि, स॑त्तुला॑","ꢂꢥ꣄ꢡꢸꢒꢥꢶ, ꢱꢾꢡ꣄ꢭꣁ"
முதல்தரமாக  ,"first rate, superbly",பை2லவக3கனி,फैलवगनि,ꢧꣀꢭꢮꢔꢥꢶ
முதல் முறையாக  ,for first time,முல்லொமுல்லொ,मुल्ला॑मुल्ला॑,ꢪꢸꢭ꣄ꢭꣁ ꢪꢸꢭ꣄ꢭꣁ
முதலாவதாக  ,firstly,பை2லகனி,फैलकनि,ꢧꣀꢭꢒꢥꢶ
முதன்மையாக  ,initially,ப்ராரம்ப3கனி,प्रारम्बकनि ,ꢦ꣄ꢬꢵꢬꢪ꣄ꢨꢒꢥꢶ
மும்முரமாக  ,actively,பெ4ள்பி4ஸ்ஸகனி,भ॑ळ्भिस्सकनि,ꢦꢾꢳꢶꢩꢶꢱ꣄ꢱꢒꢥꢶ
முரட்டுத்தனமாக   ,"brutally, roughly",மூர்கு2கனி,मूर्खुकनि,ꢪꢹꢓꢸꢒꢸꢒꢥꢶ
முரண்பாடாக  ,contrary to,விபரீத்கனி/ வ்ருத்3து4கனி/ ப்ரதீகூல்கனி,"विपरीत्कनि, व्रुद्धुकनि, प्रतीकूल्कनि,",ꢮꢶꢦꢬꢷꢡ꣄ꢒꢥꢶ ꢮ꣄ꢬꢸꢣ꣄ꢤꢸꢒꢥꢶ ꢦ꣄ꢬꢫꢶꢒꢹꢭ꣄ꢒꢥꢶ
முழுக்கமுழுக்க   ,"wholly, completely",அஸ்காகுஸ்,अस्काकुस्,ꢂꢱ꣄ꢒꢵꢒꢸꢱ꣄
முழுதும்  ,totally,அஸ்ககன்,अस्ककन्,ꢂꢱ꣄ꢒꢒꢥ꣄
முழுமையாக  ,entirely,அஸ்ககன்,अस्ककन्,ꢂꢱ꣄ꢒꢒꢥ꣄
முழுமையும்  ,entirely,அஸ்ககன்,अस्ककन्,ꢂꢱ꣄ꢒꢒꢥ꣄
முழுவதும்  ,entirely,அஸ்ககன்,अस्ककन्,ꢂꢱ꣄ꢒꢒꢥ꣄
முழுவதுமாக  ,entirely,அஸ்ககன்,अस्ककन्,ꢂꢱ꣄ꢒꢒꢥ꣄
முற்றும்  ,"in toto, outright",அஸ்ககன்,अस्ककन्,ꢂꢱ꣄ꢒꢒꢥ꣄
முறையாக  ,systematically,நேமுதா4னு,नेमुधानु,ꢥꢿꢪꢸꢤꢵꢥꢸ
முறையே  ,respectively,க்ரமகனி,किरमकनि,ꢒꢶꢬꢪꢒꢥꢶ
முன்  / முன்பாக,"before, in front",ஸாமுர்,सामुर,ꢱꢵꢪꢸꢬ꣄
முன்பு  (காலம்),beforehand,முது3ல்,मुदुल्,ꢪꢸꢣꢸꢭ꣄
முன்னதாக  ,"before, in front",முல்லொ/ஸுன்யாஸ்,"मुल्ला॑, सुन्यास","ꢪꢸꢭ꣄ꢭꣁ, ꢱꢸꢥ꣄ꢫꢵꢱ꣄"
முன்னால்  ,before,முந்த3டி3,मुन्दडि,ꢪꢸꢥ꣄ꢣꢞꢶ
முன்னேற்பாடாக  ,In advance,பூர்வ தயார்கனி,पूर्वतयार्कनि,ꢦꢹꢬ꣄ꢮꢡꢫꢬ꣄ꢒꢥꢶ
மூலமாக  ,through,தே வாட்கனி/ தொகன்,"ते वाट्कनि, ता॑कन्","ꢡꢿ ꢮꢜ꣄ꢒꢥ,ꢶ ꢡꣁꢒꢥ꣄"
மெத்தனமாக  ,slacknessly,அஶிரத்3த4கனி/ அஸமந்துகனி,अशिरद्धकनि असमन्तुकनि,ꢂꢯꢶꢡꢣ꣄ꢤꢒꢥꢶ ꢂꢱꢪꢥ꣄ꢡꢸꢒꢥꢶ
மெதுவாக  ,slowly,ஹள்ளு/ ஹளுஹளுகனி,"हळ्ळु, जळुहळुकनि","ꢲꢳ꣄ꢳꢸ, ꢲꢳꢸꢲꢳꢸꢒꢥꢶ"
மெய்யாக  ,Indeed really,ர:த்ததா4னு,र्हत्तधानु,ꢬꢴꢡ꣄ꢡꢤꢵꢥꢸ
மெல்ல  ,"slowly, low",ஹள்ளு,हळ्ळु,ꢲꢳ꣄ꢳꢸ
மெல்லியதாக  ,thinly,நா:ன்க2னி,न्हन्नखनि,ꢥꢴꢥ꣄ꢓꢥꢶ꣄
மென்மையாக  ,softly,கொம்பு3ளக,का॑म्बुलक,ꢒꣁꢪ꣄ꢨꢸꢭꢒ
மேடுபள்ளமாக   ,unevenly,மிட்டாபொல்லம்கனி,मिट्टापा॑ल्लम्कनि,ꢪꢶꢜ꣄ꢜꢵꢦꣁꢭ꣄ꢭꢪ꣄ꢒꢥꢶ
மேலீடாக  ,apparently,"ஹொல்லஹொல்லக ப்ரத்யக்ஷகனி, வ்யக்தகனி",हा॑ल्लहा॑ल्लक प्रत्यक्षकनि व्यक्तकनि,ꢲꣁꢭ꣄ꢭ ꢲꣁꢭ꣄ꢭꢒ ꢦ꣄ꢬꢡ꣄ꢫꢒ꣄ꢰ꣄ꢒꢥꢶ ꢮ꣄ꢫꢒ꣄ꢫꢬꢡꢒꢥꢶ
மேலும்  ,Besides/and/as well ,அங்கு3ன்/ ததா2,"अङ्गुन्, तथा","ꢂꢖ꣄ꢔꢸꢥ꣄, ꢡꢢꢵ"
மேல்  ,"above, on",உஞ்சொ/ஹோர்/ஹொல்லொ,"उञ्चा॑, होर, हा॑ल्ला॑","ꢆꢛ꣄ꢗꣁ, ꢲꣂꢬ,꣄ ꢲꣁꢭ꣄ꢭꣁ"
மேன்மையாக  ,greatly,"மேட்கனி/ ஶ்ரேஷ்டு2 கனி,, உன்னதகனி","मेट्कनि, श्रेष्ठुकनि, उन्नतकनि","ꢪꢿꢜ꣄ꢒꢥꢶ, ꢯ꣄ꢬꢿꢰ꣄ꢝꢸꢒꢥꢶ, ꢆꢥ꣄ꢥꢡꢒꢥꢶ"
மொத்தமாக,totally,அஸ்ககனி/ பூராகனி/ பூர்ணுகனி,"अस्कक.  पूराकनि, पूर्णुकनि","ꢂꢱ꣄ꢒꢒꢥꢶ, ꢦꢹꢬꢵꢒꢥꢶ, ꢦꢹꢬ꣄ꢠꢸꢒꢥꢶ"
மோசமாக  ,badly,மோஸ்கனி,मोस्कनि,ꢪꣂꢱ꣄ꢒꢥꢶ
வசதியாக  ,"comfortably, conveniently",ஸொகு3ஸ்கனி/ வஸதிகனி,सा॑गुस्कनि वसतिकनि,ꢱꣁꢔꢸꢱ꣄ꢒꢥꢶ ꢮꢱꢫꢶꢒꢥꢶ
வஞ்சகமாக  ,cunningly,வஞ்சனகனி/ தந்துர்கனி,वन्चनक तब्तुर्कनि,"ꢮꢥ꣄ꢗꢥꢒꢥꢶ, ꢡꢥ꣄ꢡꢸꢬ꣄ꢒꢥꢶ"
வட்டமாக  ,roundly,வதுல்கனி,वतुल्कनि,ꢮꢡꢸꢭ꣄ꢒꢥꢶ
வரிசையாக  ,in a row,க்ரமகனி,क्रमकनि,ꢒ꣄ꢬꢪꢒꢥꢶ
வருத்தமாக  ,regrettably,விசார்க/வெகுல்க,"विचार्क, व॑कुल्क","ꢮꢶꢗꢵꢬ꣄ꢒ, ꢮꢾꢒꢸꢭ꣄ꢒ "
வலதுபக்கமாக  ,right side,ஜைனபோக் ஜைனபோக்கனி,जैनपोक जैनपोक्कनि,ꢚꣀꢥ ꢦꣂꢒ꣄ꢒꢥꢶ ꢙꣀꢥ ꢦꣂꢒ꣄
வலிய  ,spontaneously,த்யொகன்,तिया॑कन्,ꢡꢶꢫꣁꢒꢥ꣄
வலுவாக  ,strongly,பொ3லீம்கன்,बा॑लीम्कन्,ꢦꣁꢭꢷꢪ꣄ꢒꢥ꣄
வளைவாக  ,curvedly,பி2ர்லி,फिर्लि,ꢧꢶꢬ꣄ꢭꢶ
வழக்கமாக  ,usually,வட்கெகனி/ரப்தகனி,वट्क॑कनि रप्तकनि      ,ꢮꢜ꣄ꢒꢾꢒꢥꢶ ꢬꢦ꣄ꢡꢒꢥꢶ
வழவழப்பாக  ,slipperly,நி:னாவ்கனி,न्हिनावुकनि,ꢥꢴꢶꢥꢵꢮꢸꢒꢥꢶ
வறட்சியாக  ,Dryly / by drought,ஸுக்கெயகனி/ ஸுக்கெகனி,सुक्क॑यकनि सक्क॑कनि,ꢱꢸꢒ꣄ꢒꢾꢫꢒꢥꢶ ꢱꢸꢒ꣄ꢒꢾꢒꢥꢶ
வன்மையாக  ,violently,க்ரூர்கன்,कुरूरकन्,ꢒꢸꢬꢹꢬ꣄ꢒꢥꢶ
விடாப்பிடியாக  ,persistently,ஸொட்3ணாதொ,सा॑ट्णात्तक्,ꢱꣁꣁꢜ꣄ꢠꢵꢡ꣄ꢡꢒ꣄
விதம்விதமாக  ,different types,வித3ம்வித3ம்கனி/ ப3ஹுவித3கன்,विदम्विदम्कनि  बहुविदम्क्न,ꢮꢶꢣꢪ꣄ꢮꢶꢣꢪ꣄ꢒꢥꢶ ꢨꢲꢸꢮꢶꢣꢒꢥ꣄
விமரிசையாக  ,pompously,ஆட3ம்ப3ரக,डाम्बीकम्कनि,ꢞꢵꢪ꣄ꢨꢷꢒꢪ꣄ꢒꢥꢶ
விரிவாக  ,elaborately,விஸ்தார்கனி,विस्तारकनि,ꢮꢶꢱ꣄ꢡꢵꢬꢒꢥꢶ
விரைவாக  ,"fast, rapidly",பி3ஸ்ஸக,बिस्सक,ꢨꢶꢱ꣄ꢱꢒ
விவரமாக  ,in detail,இவர்கனி/ விவர்கனி,इवर्कनि विवर्कनि,ꢄꢮꢬ꣄ꢒꢥꢶ ꢮꢶꢮꢬ꣄ꢒꢥꢶ
விளையாட்டாக  ,sportively,கே2ள்கனி,खेलुकनि,ꢓꢿꢭ꣄ꢒꢥꢶ
விளைவாக  ,hence,தெகஹால்/தெல்யெக ஹால்,त॑कहालु  त॑ल्यकहाल,ꢡꢾꢒꢲꢵꢭ꣄ ꢡꢾꢭ꣄ꢫꢒꢲꢵꢭ꣄
விழிப்பாக  ,carefully,ஜாக்3ரதகனி,जाग्रतकनि,ꢙꢵꢔ꣄ꢬꢡꢒꢥꢶ
வீணாக  ,"wastely, vainly",வியர்த4கனி,वियर्धकनि,ꢮꢶꢫꢬ꣄ꢤꢒꢥꢶ
வீம்பாக  ,vauntingly,கே2ள்கனி,खेल्कनि,ꢓꢿꢭ꣄ꢒꢥꢶ
வீரதீரமாக  ,valiantly,பராக்ரமகனி,पराक्रमकनि,ꢦꢬꢵꢒ꣄ꢬꢪꢒꢥꢶ
வீரமாக  ,bravely,தை4ர்யுகனி,धैर्युकनि,ꢤꣀꢬ꣄ꢫꢸꢒꢥꢶ
வீராப்பாக  (தற்புகழ்ச்சி),Self praising,ப3ந்தா3கனி/ ஆத்மஶ்லாக4னகனி,बन्दाकनि आत्मश्लाघ्नकनि,ꢨꢥ꣄ꢣꢵꢒꢥꢶ ꢃꢡ꣄ꢪꢯ꣄ꢭꢵꢕꢒꢥꢶ
வெட்கக்கோடாக   ,shamelessly,அவமான்க,अवमान्क,ꢂꢮꢪꢵꢥ꣄ꢒ
வெடுவெடுப்பாக   ,angrily,ராக்கனி,राक्कनि,ꢬꢵꢒ꣄ꢒꢥꢶ
வெவ்வேறாக  ,separately,அலக்3க3 அலக்3க3/ து3ஸ்ர து3ஸ்ரயகனி,अलग्ग अलग्ग दुस्र तुस्रयकनि,ꢂꢭꢔ꣄ꢔ ꢂꢭꢔ꣄ꢔ ꢣꢸꢱ꣄ꢬ ꢱꢸꢱ꣄ꢬꢫꢒꢥꢶ 
வெளிச்சமாக  ,brightly,ஹுஜாள்கனி,हुजाल्कनि,ꢲꢸꢙꢵꢭ꣄ꢒꢥꢶ
வெளிப்படையாக   ,openly,மொன்னு ஜந்தொ,मा॑न्नु जन्ता॑,ꢪꣁꢥ꣄ꢥꢸ ꢙꢥ꣄ꢡꣁ
வெளியே  ,"out, away",ப4ராட்,भराट्,ꢩꢬꢵꢜ꣄
வெற்றிக்கரமாக   ,successfully,ஜிகி3லி,जीगिलि,ꢙꢷꢔꢶꢭꢶ
வெறுமையாக  ,barely,க2லிகனி/ ரிக்தகனி,खलिकनि रिक्तकनि,ꢓꢭꢶꢒꢥꢶ   ꢬꢶꢒ꣄ꢡꢒꢥꢶ
வேகமாக  ,quickly,பி3ஸ்ஸொ,बिस्सा॑,ꢨꢶꢱ꣄ꢱꣁ
வேடிக்கையாக  ,funnily,வெடி3க்கனி,व॑डिक्कन्,ꢮꢾꢞꢶꢒ꣄ꢒꢥ꣄
வேறாக  ,aloof,அலக்3க3,अलग्ग,ꢂꢭꢔ꣄ꢔ
வேறுவகையாக  ,otherwise,துஸ்ரதா4னு,तुस्रधानु,ꢡꢸꢱ꣄ꢬꢤꢵꢥꢸ
வேறுவேறாக  ,differently,வெகுளவெகுளகனி,व॑कुलव॑कुलकनि,ꢮꢾꢒꢸꢭꢮꢾꢒꢸꢭꢒꢥꢶ
வைராக்கியமாக  ,stubbornly,வைராக்3யுகனி,वैराग्युकनि,ꢮꣀꢬꢵꢔꢫꢸꢒꢥꢶ꣄
