alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ஸேத்தெ ஹால்,sEtte haal,இருப்பதால்,Because,பு2ரொ ஹொயெ ஹன்னவ் ஸேத்தெ ஹால் தா3ன் கெரராஸ்,phuro hoye hannav sEtte haal daan keraraas,போதிய பணம் இருப்பதால் தானம் செய்கிறார்,He donates because he has enough money
தெகொ3ஹால்,tegohaal,"அதனால், ஆகையால், எனவே","Therefore, So",தெகொ3ஹால் தெனு சுரும் ஜியாஸ்,tegohaal tenu curum jiyaas,அதனால் அவர் சீக்கிரம் சென்றார்,So he went quickly
தெக ஹால்,teka haal,அதைக் கொண்டு,With it,தெக ஹால் அமி அவ்ங்கொ ரக்ஷுல்னொ,teka haal ami avngko rakshulno,அதைக் கொண்டு நாம் நம்மைப் பாதுகாத்துக் கொள்ள வேண்டும்,We should protect ourselves with it
ஹால்,haal,"மூலமாக, ஆல்","By, Because of",தெனு அபுல் பெ4ய்ன் ஹால் பரீக்ஷொ லிக்யாஸ்,tenu apul bheyn haal pareeksho likyaas,அவர் தனது சகோதரியால் தேர்வெழுதினார்,He took the exam because of his sister
லொகு3த்தொ,logutto,அருகில்,Near,தெனு மொரெ கே4ர் லொகு3த்து வஸராஸ்,tenu more ghEr loguttu vasaraas,அவர் என் வீட்டிற்கு அருகில் வசிக்கிறார்,He lives near my house
ஸொவடு,sovaTu,அருகில்,Near,ஸுந்து3ரு ஸொவடு நரளு ஜா2டு3ன் ஜு2க்கு ஹொட3யி,sunduru sovaTu naraLu jhaaDun jhukku hoDayi,கடலுக்கு அருகில் தென்னை மரங்கள் அதிகமாக வளரும்,Coconut trees grow abundantly near the sea
அனுஸார்,anusaar,"படி, அதன்படி, இசைய",According to,"ரூடி4 அனுஸார், தெனு வேட் பி3ல்லி ஹொத்3யாஸ்","rooDhi anusaar, tenu vET billi hodyaas","பாரம்பரியத்தின் படி, அவர் வேட்டி அணிந்திருந்தார்","According to tradion, he was wearing Dhoti"
நொம்மி,nommi,சார்ந்து,Depend,மீ தொகொ3 நொம்மி ந்ஹீ,mee togo nommi nhee,நான் உன்னை சார்ந்து இல்லை,I do not depend on you
தயெ தா4னுக்,taye dhaanuk,"பொறுத்து, ஏற்ப, ஏற்றபடி",Depending on,உத்பத்திக் தயெ தா4னுக் மோல் மர்ச்சாயி,utpattik taye dhaanuk mOl marccaayi,உற்பத்தியைப் பொறுத்து விலை மாறுபடும்,Price vary depending on the production
தா4னுக்,dhaanuk,"அதுபோல, அதன்படி","Like that, As per, Accordingly",ஸுனொ ஸங்கெ3 தா4னுக் கெரரஸ்,suno sangge dhaanuk keraras,நாய் சொன்னபடி செய்கிறது,The dog does as it is told
ஹோனுக்,hOnuk,"என, என்று, என்பதாக","As, That, Viz., That is","அம்ப3ட், கெ2ருட், ஒகு3ர், கொடு3, கு3ல்லெ, திக்கெ ஹோனுக் ருசின் ஸோயோ","ambaT, kheruT, ogur, koDu, gulle, tikke hOnuk rucin sOyO","புளிப்பு, உப்பு, துவர்ப்பு, கசப்பு, இனிப்பு, காரம் என சுவைகள் ஆறு","Tastes are six viz., Sour, Salty, Astringent, Bitter, Sweet, Pungent"
ஸோன்,sOn,"போன்ற, போல",Like that,தொரொ ஸொகன் மீ கொங்கி3க் ஸீரனி,toro sokan mee konggik seerani,உன்னைப்போல் நான் யாரையும் பார்த்ததில்லை,I have never seen anyone like you
தெல்லெ தா4னுக்,telle dhaanuk,"அதேபோல், அவ்வாறே","Similarly, Likewise",தெங்கொ3 பொண்டி3 தொ3வ்ட3த்தக் ஒப்பாய். தெல்லே தா4னுக் தெங்கொ3 சலத்தக் ஒப்பாய்,tenggo poNDi dovDattak oppaay. tellE dhaanuk tenggo calattak oppaay,"அவருக்கு கார் ஓட்ட பிடிக்கும். அதேபோல், அவருக்கு நடக்க பிடிக்கும்","He likes to drive a car. Likewise, he likes to walk"
ஹோர்செடி3,hOrceDi,"மேற்கொண்டு, மேலே","Further, Above","ஜா2ட்3 ஹோர்செடி3 ஹொட்3தொ, ஹொட்3தொ ஜு2க்கு ஸைலொ தி3யெஸ்","jhaaD hOrceDi hoDto, hoDto jhukku sailo diyes","மரம் மேற்கொண்டு வளர, வளர நிறைய நிழல் கொடுத்தது",The tree gave a lot of shade as it grow and grow further
ஹொல்லொ,hollo,"மேலும், மேற்கொண்டு","Further, Besides, Additional, Extra",ஹொல்லொ காய் கெரத்திஸொ யோஜனொ கெர்ராஸ்?,hollo kaay kerattiso yOjano kerraas?,மேலும் என்ன செய்ய திட்டமிட்டுள்ளீர்கள்?,What are you planning to do further?
ஜுக்3கு3,juggu,"மிகுதியாக, அதிகம்",Plenty,பனி ஜுக்3கு3 ஸேத்தேட் நரள் ஜா2ட்3 ஹொட3யி,pani juggu sEttET naraL jhaaD hoDayi,தண்ணீர் அதிகம் உள்ள இடத்தில் தென்னை மரங்கள் வளரும்,Coconut trees grow where there is plenty of water
வேன்,vEn,"நிரம்ப, நிறைய","Much, A lot",தெனு வேன் மக3ராஸ்,tenu vEn magaraas,அவர் நிறைய கேட்கிறார்,He is asking a lot
ஜு2கு3,jhugu,"பல, அதிகம், மிகுதி","Many, Much, More",ஹூனு ஹால் ஜு2கு3 தெனு தா4ம் தெ4ர்த்தியா,hoonu haal jhugu tenu dhaam dherttiyaa,வெயிலின் காரணமாக பல பேர் ஓட்டம் பிடித்தனர்,Many ran away because of the heat
ஜு2க்கு,jhukku,"நிறைய, அதிகமான, பெரும்பாலான","Most, A lot",ஜு2க்கு மூகு3ன் ராணும் ஜிவஸு,jhukku moogun raaNum jivasu,பெரும்பாலான விலங்குகள் காடுகளில் வாழ்கின்றன,Most animals live in the wild
ஜு2கு3வேன்,jhuguvEn,மிக அதிகம்,Too much,"ஹித்3தி3 ந்ஹன்ன கொ2ட்டாக் ரூ 10,000 ஜு2கு3வேன்","hiddi nhanna khoTTaak roo 10,000 jhuguvEn","இவ்வளவு சிறிய அறைக்கு ரூ.10,000 மிக அதிகம்","Rs 10,000 is too much for such a small room"
வேன்ஜு2க்கு,vEnjhukku,மிக அதிகம்,Too much,ஏட் பொ3ண்டி3 தரொ வேன்ஜு2க்கு மெனி லக3ரஸ்,ET boNDi taro vEnjhukku meni lagaras,இங்கு கார் கட்டணம் மிக அதிகம் என்று நினைக்கிறேன்,I think car fares are too much here
ஜு2க்குகன்,jhukkukan,பெரும்பாலும்,Mostly,ஜு2க்குகன் ஒள்டு3ன் ஹூனுஹால் பா3தொ3 பொட3ராஸ்,jhukkukan oLDun hoonuhaal baado poDaraas,பெரும்பாலும் வயதானவர்கள் வெயிலால் பாதிக்கப்படுகின்றனர்,Mostly the elderly suffer from hot sun
ரமாரமி,ramaarami,"கிட்டத்தட்ட, ஏறக்குறைய, தோராயமாக, ஏறத்தாழ","Almost, Approximately, Average",எல்லெ கே4ர் ப4ந்தி3 ரமாரமி 50 ஒர்ஸுன் ர்ஹாய்,elle ghEr bhandi ramaarami 50 orsun rhaay,இந்த வீடு கட்டி ஏறக்குறைய 50 வருடங்கள் இருக்கும்,It will be approximately 50 years since the house was built
ஹோரு ஹோரு,hOru hOru,"மீண்டும் மீண்டும், அடிக்கடி","Again and Again, Often, Frequent",மொகொ3 ஹோரு ஹோரு மெனட்னகொ3,mogo hOru hOru menaTnago,என்னை மீண்டும் மீண்டும் சொல்ல வைக்காதே,Do not make me tell again and again
உன்னொஉபி3ர்,unneaaubir,கூடக்குறைய,"More or less, Plus or minus",ஸம்பா3ரும் மீட் ரொவ்வொ உன்னொஉபி3ர் ர்ஹவாய்,sambaarum meeT rovvo unnoubir rhavaay,சாம்பாரில் உப்பு கொஞ்சம் கூடக்குறைய இருக்கலாம்.,The salt in the sambar may be a llittle more or less
ஒண்டேஸ்கொ,oNTEsko,"ஒன்றாக, ஒரேயடியாக","Together, At once",ஒண்டேஸ்கொ சொட்3டொ3 வத்தொ கெர்னாங்கொ3,oNTEsko coDDo vatto kernaanggo,ஒரேயடியாக பொய் சொல்லாதீர்கள்,Do not lie at once
செரி,ceri,"ஒன்றாக, உடன்","Together, Along with",துமி தீ3தெனு செரி பி3ஸுவொ,tumi deetenu ceri bisuvo,நீங்கள் இருவரும் ஒன்றாக உட்காருங்கள்,You two sit together
ஸதா3கலம்,sadaakalam,"என்றென்றும், எப்போதும்",Forever,தெனொ ஸதா3கலம் தெங்கோ3ஸ் ஹவ்டி3லேத் ஸே,teno sadaakalam tenggOs havDilEt sE,அவள் என்றென்றும் அவரையே நினைத்துக் கொண்டு இருக்கிறாள்,She is thinking of him forever
"ஒண்டொண்டெ, ஒண்டொண்டொ","oNToNTe, oNToNTo","ஒவ்வொரு, ஒவ்வொன்றும்","Every, Each one",கூ4ஸுன் ஒண்டொண்டெ காய் ம்ஹொடொ3 ஸே !,ghoosun oNToNTe kaay mhoDo sE !,பெருச்சாளிகள் ஒவ்வொன்றும் என்ன பெரிதாக இருக்கிறது !,How big are each of the bandicoot rats!
ஒண்டால்,oNTaal,"ஒரு தடவை, ஒரு முறை","One time, Once",ஒண்டால் தோன் தெ3க்கட்டி ஜா,oNTaal tOn dekkaTTi jaa,ஒருமுறை முகத்தை காட்டிவிட்டு செல்,Show your face once and go
ஒண்டால் தி3,oNTaal di,"ஒரு தடவையாவது, ஒரு முறையாவது",At least once,வாரும் ஒண்டால் தி3 ந்ஹவன் க4ல்லெ,vaarum oNTaal di nhavan ghalle,வாரம் ஒரு முறையாவது எண்ணெய் தேய்த்துக் குளி,Take an oil bath at least once a week
ஒண்ட்டால் மெல்லொ,oNTTaal mello,ஒருபோதும்,Never,மீ ஒண்ட்டால் மெல்லொ ஹுடா3னும் ஜீரனி,mee oNTTaal mello huDaanum jeerani,நான் ஒருபோதும் விமானத்தில் சென்றதில்லை,I have never been on a plane before
ஒவேளும்,ovELum,ஒருபோதும்,Never,தெனொ ஒவேளும் சொட்3டொ3 வத்தொ கெர்னா,teno ovELum coDDo vatto kernaa,அவள் ஒருபோதும் பொய் சொல்ல மாட்டாள்,She will never lie
வாட்கன்,vaaTkan,மூலமாக,Through,மொரெ ஐங்கே4ர்போ3 வாட்கன் மொகொ3 ஸமாசார் அப்3பெ3ஸ்,more aingghErbO vaaTkan mogo samaacaar abbes,என் தாத்தா மூலம் எனக்கு செய்தி கிடைத்தது,I got the message through my grandfather
அதீதம்,ateetam,தீவிரம்,"Extreme, Intensive",தெனு அதீத கரென் ஹெட்3லேத் அவராஸ்,tenu ateeta karen heDlEt avaraas,அவர் தீவிர நடவடிக்கைகளை எடுத்து வருகிறார்,He is taking extreme measures
பரம,parama,மிகவும்,Extremely,வத்3தி3 பரம ஸொந்தோஷ் பொட்3யாஸி,vaddi parama sontOsh poDyaasi,ஆசிரியர் மிகவும் மகிழ்ச்சியடைந்தார்,The teacher was extremely happy
ஹோத்தக்,hOttak,"நிகழ, நடைபெற, நடக்க","To happen, To take place",திஸனி அஸ்கி ஹோத்தக் முஸுனா,tisani aski hOttak musunaa,அப்படியெல்லாம் நடக்க முடியாது,It can not happen like that
தெ4ரி,dheri,"பற்றி, குறித்து","About, Regarding",மாய் ஸதா3 அபுல் பில்லல்னுக் தெ4ரி விசார் பொட3ஸு,maay sadaa apul pillalnuk dheri vicaar poDasu,தாய் எப்போதும் தன் குழந்தைகளைப் பற்றி கவலைப்படுகிறாள்,Mother is always worried about her children
தொகன்,tokan,இருந்து,From,தெனு அபுல் ஶில்மொ தொகன் அப்3பெ3 ஹன்னவும் கே4ர் ப4ந்த்3யாஸி,tenu apul ssilmo tokan abbe hannavum ghEr bhandyaasi,அவர் தன் உழைப்பில் இருந்து கிடைத்த பணத்தில் வீடு கட்டினார்,He built the house with the money he got from his labor
ர்ஹீ,rhee,இருந்து,"From, Since",மீ 2009 ம் ர்ஹீ அமெரிக்காம் ஸேத்தெ,mee 2009 m rhee amerikkaam sEtte,நான் 2009 முதல் அமெரிக்காவில் இருக்கிறேன்,I have been in the United States since 2009
வேள் ர்ஹீ,vEL rhee,இருந்து,Since,பொ3ண்டி3 க2டெ3 வேள் ர்ஹீ ஹிம்ஸோஸ்,boNDi khaDe vEL rhee himsOs,வாகனம் வாங்கியதில் இருந்தே தொல்லை தான்,It's been a nuisance since I bought the vehicle
தோன் ர்ஹீ,tOn rhee,ஆக,For,தீ3தி3 தோன் ர்ஹீ ஸுனொ கை2ரனி,deedi tOn rhee suno khairani,இரண்டு நாட்களாக நாய் சாப்பிடவில்லை,The dog has not eaten for two days
லெந்து,lentu,வரை,"To, Till, Until, Upto",அம்பா3க் ஸா லெந்து பில்லொ ரொட்3லேத் ஹொதெ3ஸி,ambaak saa lentu pillo roDlEt hodesi,அம்மாவை பார்க்கும் வரை குழந்தை அழுது கொண்டிருந்தது,The kid was crying till he saw his mother
எவெள் லெந்து,eveL lentu,"இது வரை, இன்னும்","Until, Yet, Still",த3ரி எவெள் லெந்து அவ்ரினி,dari eveL lentu avrini,வேலைக்காரி இது வரை வரவில்லை,The maid has not shown up until now
லொவ்லாம்,lovlaam,"உள், உள்ளே",Within,எல்லெ பெய்னொ 3 கெ4ண்ட4யன் லொவ்லாம் ர்ஹாய்,elle peyno 3 gheNDhayan lovlaam rhaay,இந்த பயணம் 3 மணி நேரத்திற்குள் இருக்கும்,The trip will be within 3 hours
ஜதொ ஜதொ,jato jato,"போகப்போக, செல்ல செல்ல",Went on,வேள் ஜதொ ஜதொ தப்பினி ஹிங்கி3லேத் அவெஸி,vEL jato jato tappini hinggilEt avesi,நேரம் செல்ல செல்ல வெப்பநிலை உயர்ந்து கொண்டே வந்தது,The temperature kept rising as time went on
அவ்தொ அவ்தொ,avto avto,வர வர,"Lately, Of late, Recently",அவ்தொ அவ்தொ தீ3 செக்குர் பொ3ண்டி3 தொ3வ்ட3த்தக் தா4க் கெரரஸ்,avto avto dee cekkur boNDi dovDattak dhaak keraras,வர வர இரு சக்கர வாகனம் ஓட்ட பயமாக இருக்கிறது,"Of late, it is scary to drive a two-wheeler"
அவ்ராம் அமி,avraam ami,நமக்குள்,"Among us, Within us","அவ்ராம் அமி மல்லியெத், ப4ராடு3 தெனு பி4த்தர் அவ்ட3ன்","avraam ami malliyet, bharaaDu tenu bhittar avDan",நமக்குள் சண்டையிட்டால் வெளியாட்கள் உள்ளே புகுந்து விடுவார்கள்,"If we fight ourselves, outsiders will infiltrate"
ரொவ்வாம் ரொவ்வொ,rovvaam rovvo,"கொஞ்சத்திற்கு கொஞ்சமாவது, ஓரளவுக்கு","At least, To some extent",துமி தெங்கொ3 ரொவ்வாம் ரொவ்வொ கெரத்தக் ஸொட்3னொ,tumi tenggo rovvaam rovvo kerattak soDno,நீங்கள் அவர்களை ஓரளவுக்கு செய்ய விட வேண்டும்,You have to let them do to some extent
ரொவ்வொ ரொவ்வொ,rovvo rovvo,கொஞ்சம் கொஞ்சம்,Little by little,தெனு ரொவ்வொ ரொவ்வொ கெரி ரீண் ஸர்த்தியா,tenu rovvo rovvo keri reeN sarttiyaa,அவர் கொஞ்சம் கொஞ்சமாக கடனை அடைத்தார்,He paid off the debt little by little
ஒளொ,oLo,"கொஞ்சம், சிறிது",Little,தெனு ஒளொ ஒர்ஸு ஹொயாத்தெனு,tenu oLo orsu hoyaattenu,அவர் கொஞ்சம் வயதானவர்,He is a little old
ஒளொதிளொ,oLotiLo,"கொஞ்சநஞ்சம், சிறிதளவு",A little,தெனொ மொகொ3 கெரெ ஹிம்ஸொ ஒளொதிளொயா?,teno mogo kere himso oLotiLoyaa?,அவன் எனக்குக் கொடுத்த தொல்லை கொஞ்சநஞ்சமா?,Is the harassment he gave me a little bit?
ஒளோகு,oLOku,கொஞ்சமாக,A little,ஒளோகு பனி ஸொட்3னொ,oLOku pani soDno,கொஞ்சமாக தண்ணீர் ஊற்றவும்,Pour a little water
ரோம்கொ,rOmko,"கொஞ்சமாக, ஓரளவு","Somewhat, A little",மொகொ3 ரோம்கொ ஹிந்தி3 சொவ்த3த்தக் களாய்,mogo rOmko hindi covdattak kaLaay,எனக்கு ஓரளவு ஹிந்தி படிக்கத் தெரியும்,I can read Hindi a little
தோத் பொடெ3த்,tOt poDet,வாய்ப்பு கிடைத்தால்,If get a chance,தோத் பொடெ3த் கே4ர் அவொ,tOt poDet ghEr avo,வாய்ப்பு கிடைத்தால் வீட்டுக்கு வாருங்கள்,Come home if you get the chance
ஒகவேள்,okavEL,ஒரு வேளை,"In Case, Suppose",ஒகவேள் தெனொ ஸானா ஜியெத்?,okavEL teno saanaa jiyet?,ஒரு வேளை அவர் பார்க்கவில்லை என்றால்?,In case he does not see?
முது3ல்லோஸ்,mudullOs,"ஏற்கனவே, முன்கூட்டியே","Already, In advance",மொகொ3 முது3ல்லோஸ் களாய்,mogo mudullOs kaLaay,எனக்கு ஏற்கனவே தெரியும்,I know it already
கிங்கெ,kingke,ஏது,How can,காம் ந்ஹீத்தெகொ3 ஹொராட் கிங்கெ?,kaam nheettego horaaT kingke?,வேலை இல்லாதவனுக்கு திருமணம் ஏது?,How marriage for an unemployed?
தொப்பிதொரி,toppitori,"தவறுதலாக, ஒரு வேளை","By chance, In case","தொப்பிதொரி வம்னி அவெத், எல்லெ கொ3ளிக் க2வொ","toppitori vamni avet, elle goLik khavo","ஒரு வேளை வாந்தி வந்தால், இந்த மாத்திரையை சாப்பிடுங்கள்","In case you have vomiting, take this pill"
உன்னொ பொட3யொ,unno poDayo,குறைந்தபட்சம்,"Minimum, At least",உன்னொ பொட3யொ தீ2ன் தி3ன்னு லக3ய்,unno poDayo theen dinnu lagay,குறைந்தபட்சம் மூன்று நாட்கள் ஆகும்,It will take minimum three days
பா4ஞ்சன்,bhaanjcan,ஆச்சரிய வார்த்தை,Exclamatory word,"பா4ஞ்சன், காய் ஒண்டெ புஸினி !!!","bhaanjcan, kaay oNTe pusini !!!","ஆஹா, என்ன ஒரு கேள்வி!!!","Wow, what a question !!!"
ஹித்3தி3,hiddi,"மிகச்சிறிய, சிறிதளவு, இவ்வளவு","Very small, Minute, Little bit",ஹித்3தி3 ந்ஹன்ன கொ4ம்மொ துமி கோனக் ஜிவராஸ்?,hiddi nhanna ghommo tumi kOnak jivaraas?,இவ்வளவு சிறிய வீட்டில் நீங்கள் எப்படி வசிக்கிறீர்கள்?,How do you live in such a small house?
இஸ்னொ,isno,"மிகச்சிறிய, சிறிது","Very small, Tiny, Little","இஸ்னொ அல்லொ செர்ச்செத், குருமா ருசிகன் ர்ஹாய்","isno allo cerccet, kurumaa rucikan rhaay",சிறிது இஞ்சி சேர்த்தால் குருமா சுவையாக இருக்கும்,Add a little ginger to make the Kuruma tasty
தீளுக்கொ,teeLukko,சிறிதளவு,"Much little than sesame, Very little, Tiny",கோ3ஸ் தீளுக்கொ ரெங்கு3 பு4ர்கொ தாய்,gOs teeLukko renggu bhurko taay,சும்மா சிறிதளவு சாயப்பொடி போடு,Just add very little color powder
அவஸ்யம்,avasyam,"கட்டாயம், தேவையான","Must, Necessary",துமி அவஸ்யம் அவ்ரெ கே4ர் அவ்னொ,tumi avasyam avre ghEr avno,நீங்கள் கட்டாயம் எங்கள் வீட்டிற்கு வர வேண்டும்,You must come to our house
அத்3யாவஸ்யம்,adyaavasyam,இன்றியமையாதது,Essential,வாத3ளொ அவரியொஹால் அத்3யாவஸ்யம் ஹொயெ வஸ்துன் க2டி3 தொ3வ்லுவொ,vaadaLo avariyohaal adyaavasyam hoye vastun khaDi dovluvo,புயல் வருவதால் இன்றியமையாத பொருட்களை வாங்கவும்,Buy essentials as the storm comes
அனாவஸ்யம்,anaavasyam,தேவையற்ற,"Unwanted, Unnecessary",அஸ்கி அனாவஸ்யம் ஹொயெ வஸ்துனுன் விஸ்தவொ,aski anaavasyam hoye vastunun vistavo,அனைத்து தேவையற்ற பொருட்களையும் தூக்கி எறியவும்,Throw all unnecessary items
அத2வா,athavaa,"ஆகிலும், எனினும், அல்லது",However,தெனு த4னவான். அத2வா வேன் ஸாதா4ரணம் ஹொயாத்தெனு,tenu dhanavaan. athavaa vEn saadhaaraNam hoyaattenu,"அவர் பணக்காரர். எனினும், அவர் மிகவும் எளிமையானவர்","He is rich. However, he is very simple"
அத்3தி3கு,addiku,மிகுதியாக,Abundantly,பொள்ளான் அத்3தி3கு அப்3ப3ரஸ்,poLLaan addiku abbaras,பழங்கள் ஏராளமாக கிடைக்கிறது,Fruits are available in abundance
ஏடா2ம்,EThaam,இந்த இடத்தில்,At / In this place,மீ ஏடா2ம் ஹொடெ3யொ,mee EThaam hoDeyo,நான் இந்த இடத்தில் வளர்ந்தேன்,I grew up in this place
கை,kai,"எதுவும், ஒன்றும்",Nothing,தை3வத்தொகின் யத்னு செர்னாத்தக் கை ஹோனா,daivattokin yatnu cernaattak kai hOnaa,அதிர்ஷ்டமும் முயற்சியும் இல்லாமல் எதுவும் நடக்காது,Nothing happens without the addition of luck and effort
கொகொலெந்தொ,kokolento,"எதனால், ஏன்",Why,கொகொலெந்தொ அங்குன் உன்னொ பொட3யொ?,kokolento angkun unno poDayo?,மதிப்பெண்கள் ஏன் குறைந்தது?,Why are the scores low?
கோன்லெங்கு3,kOnlenggu,எதுவரை,How long?,மீ அங்கு3 கோன்ல்3ங்கு3 ஜனொ ஹோரியொ?,mee anggu kOnlnggu jano hOriyo?,நான் இன்னும் எதுவரை செல்ல வேண்டும்?,How far should I go still?
தெகலெந்த,tekalenta,அதுவரை,"Till then, Until then",தெகலெந்த மீ கா2ன் ஜாரியொ ந்ஹீ,tekalenta mee khaan jaariyo nhee,அதுவரை நான் சாப்பிடப் போவதில்லை,Until then I am not going to eat
"ஸியென், அவுஸ்","siyen, avus","போய் வருகிறேன், பார்ப்போம், விடை பெறு",Bye,தெனொ அஸ்கிதெங்கொ3 ஜொவள் ஜீலி அவுஸ் மெனி மென்தி நிகி3ளி ஜீஸ்,teno askitenggo jovaL jeeli avus meni menti nigiLi jees,அவள் எல்லோரிடமும் விடைபெற்றுச் சென்றாள்,She said bye to all and left
ஜியென்,jiyen,போகலாம்,Let's go,அமி த4வ்ராக் ஜியென்,ami dhavraak jiyen,நாம் கோயிலுக்குப் போவோம்,Let us go to temple
ஜியென்யா ?,jiyenyaa ?,போகலாமா ?,Shall we go ?,அமி சல்சித்ராக் ஜியென்யா?,ami calcitraak jiyenyaa?,நாம் படத்திற்கு போகலாமா?,Shall we go to the movies?
த்யெ,tye,அந்த,That,த்யெ ஒய்து3 கோனு?,tye oydu kOnu?,யார் அந்த மருத்துவர்?,Who is that doctor?
ப2ல,phala,பிறகு,Later,ப2ல விசார் பொட3 ஹோனா,phala vicaar poDa hOnaa,பிறகு கவலைப்படக் கூடாது,Should not worry later
பி4ள்ளொ,bhiLLo,சிறப்பாக,"Better, Great",ஸெட்டி பி4ள்ளொகன் சலெஸ்,seTTi bhiLLokan cales,பெயர் சூட்டும் விழா சிறப்பாக நடந்தது,The naming ceremony went great
பொ4வெ,bhove,"அநேக, பல","Many, Numinous",ஸெட்டிக் பொ4வெ ஒஸ்துன் அவி ஹொத்3யாஸ்,seTTik bhove ostun avi hodyaas,பெயர் சூட்டும் விழாவிற்கு அநேக உறவினர்கள் வந்திருந்தனர்,Many relatives came to the naming ceremony
வினேக,vinEka,தவிர,"Apart, Apart from, Except, Excluding, Other than",தெங்கொ3 வினேக கொங்கி ஹால் தெல்லெ கெரத்தக் முஸுனா,tenggo vinEka kongki haal telle kerattak musunaa,அவரைத் தவிர யாராலும் அதைச் செய்ய முடியாது,"Except him, no one can do that"
ஜத,jata,தவிர,"Apart, Apart from, Except, Excluding, Other than",தெல்லெ அங்கி3டி3ம் பூ2ல் ஜத அஸ்கி அப்3ப3ய்,telle anggiDim phool jata aski abbay,அந்தக் கடையில் பூவைத் தவிர அனைத்தும் கிடைக்கும்,You get everything except flower in that shop
ஜதொ,jato,தவிர,"Apart, Apart from, Except, Excluding, Other than",அம்பொ3 ஜதொ து3ஸுரெ கொங்கிஹால் ஸீலத்தக் முஸுனா,ambo jato dusure kongkihaal seelattak musunaa,அம்மாவைத் தவிர வேறு யாராலும் பார்த்துக்கொள்ள முடியாது,No one can take care of it except mom
உரேகதி,urEkati,தவிர,"Apart, Apart from, Except, Excluding, Other than",பல்லினி ஹிம்ஸொ கெ4ர்பின் உரேகதி கொங்க3க் களாய்?,pallini himso gherpin urEkati konggak kaLaay?,பிரசவ வலி பற்றி கர்ப்பிணிகளை தவிர யாருக்கு தெரியும்?,Who knows about labor pains except pregnant women?
வெகுளொ,vekuLo,வேறுபட்ட,Different,தெங்கொ3 ராஸி ஒண்டேஸ் ஹொயெத்மெள்ளி நெட்சத்ருன் வெகுளொ,tenggo raasi oNTEs hoyetmeLLi neTcatrun vekuLo,அவர்களுக்கு ராசி ஒன்றுதான் என்றாலும் நட்சத்திரங்கள் வேறு,"Although the zodiac is the same, the stars are different for them"
ஸன்,san,உன்னத,"Noble, Topnotch, Excellent",தெனு கொ2ப்3பி3ம் ஸன் ஹொயெ காராணாக் தா3ன் தே3ராஸ்,tenu khobbim san hoye kaaraaNaak daan dEraas,அவர் எப்போதும் உன்னத நோக்கத்திற்காக தானம் செய்கிறார்,He always donates for a noble cause
ஸு,su,"நல்ல, அழகிய, சிறந்த","Nice, Fine, Good, Best, Beauty",ஒர்ஸு ஹொயெ மாய்பா3புக் ஸீலத்தெனோஸ் ஸு புத்ருனு,orsu hoye maaybaapuk seelattenOs su putrunu,வயதான பெற்றோரைப் பராமரிப்பவர்கள் சிறந்த மகன்கள்,Those who care for aging parents are the best sons
ஸாம்மு,saammu,"எதிரில், முன்னால்",In front,மொரெ ஸாம்மு ஹொதெ3 அங்கி3டி3 ஹுலொ லய்டி3யொ,more saammu hode anggiDi hulo layDiyo,எனக்கு எதிரே இருந்த கடை தீப்பிடித்தது,The shop in front of me caught fire
ஸுடம்,suTam,"சீரான, சீராக","Consistent, Steady",ரொகி3 நாடி3 ஸுடம் ஸே,rogi naaDi suTam sE,நோயாளியின் துடிப்பு சீராக உள்ளது,The patient's pulse is steady
ஸுஹாஸ்,suhaas,மந்தகாசம்,"Slowness, Soft",தெனு ஸுஹாஸ்கன் அஸ்யாஸி,tenu suhaaskan asyaasi,அவர் மந்தகாசமாக சிரித்தார்,He smiled softly
ஊடொ3,uuDo,இடையே,Between,த3ல்லொ பெ3ய்லுக் ஊடொ3 அமி ஜா ஹோனா,dallo beyluk uuDo ami jaa hOnaa,கணவன் மனைவி இடையே நாம் தலையிடக் கூடாது,We should not interfere between husband and wife
அட்3ட3ம்,aDDam,"குறுக்கே, தடை, இடைஞ்சல், குறுக்கீடு","Across, Interference, Hurdle",மொரெ அட்3ட3ம் ஹிப்3பி3 ர்ஹானகொ3,more aDDam hibbi rhaanago,எனக்கு குறுக்கே நிற்காதே,Do not stand across from me
அட்3ட3மட்3ட3ம்,aDDamaDDam,இடையிடையே,Intermittantly,கெ2னி ஸங்க3த்தவேள் அட்3ட3மட்3ட3ம் ரொடி3ஸி,kheni sanggattavEL aDDamaDDam roDisi,கதை சொல்லும் போது இடையிடையே அழுதாள்,She cried intermittently while narrating the story
ம்ஹத்3தி3,mhaddi,நடுவில்,Centre,மது3ராக் ம்ஹத்3தி3 அம்மா த4வ்ரொ ஸே,maduraak mhaddi ammaa dhavro sE,மதுரையின் மையத்தில் மீனாட்சி அம்மன் கோவில் உள்ளது,The Meenakshi Amman Temple is located in the center of Madurai
ம்ஹஜார்,mhajaar,"நடு, மையம்",Center,தொப்பலுக் ம்ஹஜார் ஹிரனு த3மர் ஸே,toppaluk mhajaar hiranu damar sE,தெப்பக்குளத்தின் மையத்தில் தங்க தாமரை உள்ளது,In the center of the pond is the golden lotus
